university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
SOUTHERN_NH,Southern New Hampshire University,USA,NH,Manchester,2500,North River Rd,03106,snhu.edu,Private,English,1932
FRANKLIN_PIERCE,Franklin Pierce University,USA,NH,Rindge,40,University Dr,03461,franklinpierce.edu,Private,English,1962
NEW_ENG_COLL,New England College,USA,NH,Henniker,98,Bridge St,03242,nec.edu,Private,English,1946
RIVIER,Rivier University,USA,NH,Nashua,420,South Main St,03060,rivier.edu,Private,English,1933
COLBY_SAWYER,Colby-Sawyer College,USA,NH,New London,541,Main St,03257,colby-sawyer.edu,Private,English,1837
DANIEL_WEBSTER,Daniel Webster College,USA,NH,Nashua,20,University Dr,03063,dwc.edu,Private,English,1965
GRANITE_ST,Granite State College,USA,NH,Concord,25,Hall St,03301,granite.edu,Public,English,1972
MARLBORO,Marlboro College,USA,VT,Marlboro,2582,South Rd,05344,marlboro.edu,Private,English,1946
BENNINGTON,Bennington College,USA,VT,Bennington,1,College Dr,05201,bennington.edu,Private,English,1932
SAINT_MICHAELS,Saint Michael's College,USA,VT,Colchester,1,Winooski Park,05439,smcvt.edu,Private,English,1904
CASTLETON,Castleton University,USA,VT,Castleton,62,Alumni Dr,05735,castleton.edu,Public,English,1787
JOHNSON_ST,Johnson State College,USA,VT,Johnson,337,College Hill,05656,jsc.edu,Public,English,1828
LYNDON_ST,Lyndon State College,USA,VT,Lyndonville,1001,College Rd,05851,lyndonstate.edu,Public,English,1911
NORWICH,Norwich University,USA,VT,Northfield,158,Harmon Dr,05663,norwich.edu,Private,English,1819
CHAMPLAIN,Champlain College,USA,VT,Burlington,163,South Willard St,05402,champlain.edu,Private,English,1878
GODDARD,Goddard College,USA,VT,Plainfield,123,Pitkin Rd,05667,goddard.edu,Private,English,1938
LANDMARK,Landmark College,USA,VT,Putney,19,River Rd South,05346,landmark.edu,Private,English,1985
NEW_ENG_CULINARY,New England Culinary Institute,USA,VT,Montpelier,56,College St,05602,neci.edu,Private,English,1980
SIT,SIT Graduate Institute,USA,VT,Brattleboro,1,Kipling Rd,05302,sit.edu,Private,English,1964
SOUTHERN_VT,Southern Vermont College,USA,VT,Bennington,982,Mansion Dr,05201,svc.edu,Private,English,1926
STERLING,Sterling College,USA,VT,Craftsbury Common,16,Sterling Dr,05827,sterlingcollege.edu,Private,English,1958
VT_LAW,Vermont Law School,USA,VT,South Royalton,164,Chelsea St,05068,vermontlaw.edu,Private,English,1972
VT_TECH,Vermont Technical College,USA,VT,Randolph Center,201,Lawrence Pl,05061,vtc.edu,Public,English,1866
WOODBURY,Woodbury College,USA,VT,Montpelier,660,Elm St,05602,woodbury-college.edu,Private,English,1975
SOUTHERN_MAINE,University of Southern Maine,USA,ME,Portland,96,Falmouth St,04104,usm.maine.edu,Public,English,1878
MAINE_MARITIME,Maine Maritime Academy,USA,ME,Castine,1,Pleasant St,04420,mainemaritime.edu,Public,English,1941
HUSSON,Husson University,USA,ME,Bangor,1,College Cir,04401,husson.edu,Private,English,1898
ST_JOSEPHS_ME,Saint Joseph's College of Maine,USA,ME,Standish,278,Whites Bridge Rd,04084,sjcme.edu,Private,English,1912
THOMAS,Thomas College,USA,ME,Waterville,180,West River Rd,04901,thomas.edu,Private,English,1894
UNITY,Unity College,USA,ME,Unity,90,Quaker Hill Rd,04988,unity.edu,Private,English,1965
UNITY_MAINE,University of Maine at Augusta,USA,ME,Augusta,46,University Dr,04330,uma.edu,Public,English,1965
UNITY_FARM,University of Maine at Farmington,USA,ME,Farmington,224,Main St,04938,farmington.edu,Public,English,1864
UNITY_FORT_KENT,University of Maine at Fort Kent,USA,ME,Fort Kent,23,University Dr,04743,umfk.edu,Public,English,1878
UNITY_MACHIAS,University of Maine at Machias,USA,ME,Machias,116,O'Brien Ave,04654,machias.edu,Public,English,1909
UNITY_PRESQUE_ISLE,University of Maine at Presque Isle,USA,ME,Presque Isle,181,Main St,04769,umpi.edu,Public,English,1903
JOHNSON_WALES_RI,Johnson & Wales University,USA,RI,Providence,8,Abbott Park Pl,02903,jwu.edu,Private,English,1914
ROGER_WILLIAMS,Roger Williams University,USA,RI,Bristol,1,Old Ferry Rd,02809,rwu.edu,Private,English,1956
SALVE_REGINA,Salve Regina University,USA,RI,Newport,100,Ochre Point Ave,02840,salve.edu,Private,English,1934
BRYANT,Bryant University,USA,RI,Smithfield,1150,Douglas Pike,02917,bryant.edu,Private,English,1863
PROVIDENCE,Providence College,USA,RI,Providence,1,Cunningham Square,02918,providence.edu,Private,English,1917
RI_COLL,Rhode Island College,USA,RI,Providence,600,Mount Pleasant Ave,02908,ric.edu,Public,English,1854
CCRI,Community College of Rhode Island,USA,RI,Warwick,400,East Ave,02886,ccri.edu,Public,English,1964
NEW_ENG_INST_TECH,New England Institute of Technology,USA,RI,East Greenwich,1,New England Tech Blvd,02818,neit.edu,Private,English,1940
WESLEYAN,Wesleyan University,USA,CT,Middletown,237,High St,06459,wesleyan.edu,Private,English,1831
TRINITY,Trinity College,USA,CT,Hartford,300,Summit St,06106,trincoll.edu,Private,English,1823
CONN_COLL,Connecticut College,USA,CT,New London,270,Mohegan Ave,06320,conncoll.edu,Private,English,1911
QUINNIPIAC,Quinnipiac University,USA,CT,Hamden,275,Mount Carmel Ave,06518,quinnipiac.edu,Private,English,1929
FAIRFIELD,Fairfield University,USA,CT,Fairfield,1073,North Benson Rd,06824,fairfield.edu,Private,English,1942
SACRED_HEART,Sacred Heart University,USA,CT,Fairfield,5151,Park Ave,06825,sacredheart.edu,Private,English,1963
UNIV_HARTFORD,University of Hartford,USA,CT,West Hartford,200,Bloomfield Ave,06117,hartford.edu,Private,English,1877
UNIV_NEW_HAVEN,University of New Haven,USA,CT,West Haven,300,Boston Post Rd,06516,newhaven.edu,Private,English,1920
UNIV_BRIDGEPORT,University of Bridgeport,USA,CT,Bridgeport,126,Park Ave,06604,bridgeport.edu,Private,English,1927
SOUTHERN_CONN,Southern Connecticut State University,USA,CT,New Haven,501,Crescent St,06515,southernct.edu,Public,English,1893
CENTRAL_CONN,Central Connecticut State University,USA,CT,New Britain,1615,Stanley St,06050,ccsu.edu,Public,English,1849
EASTERN_CONN,Eastern Connecticut State University,USA,CT,Willimantic,83,Windham St,06226,easternct.edu,Public,English,1889
WESTERN_CONN,Western Connecticut State University,USA,CT,Danbury,181,White St,06810,wcsu.edu,Public,English,1903
CONN_ST_UNIV,Connecticut State University,USA,CT,New Haven,39,Woodland St,06511,ct.edu,Public,English,1893
ALBERTUS_MAGNUS,Albertus Magnus College,USA,CT,New Haven,700,Prospect St,06511,albertus.edu,Private,English,1925
HOLY_APOSTLES,Holy Apostles College and Seminary,USA,CT,Cromwell,33,Prospect Hill Rd,06416,holyapostles.edu,Private,English,1956
LYME_ACADEMY,Lyme Academy College of Fine Arts,USA,CT,Old Lyme,84,Lyme St,06371,lymeacademy.edu,Private,English,1976
MITCHELL,Mitchell College,USA,CT,New London,437,Pequot Ave,06320,mitchell.edu,Private,English,1938
PAIER,Paier College of Art,USA,CT,Hamden,20,Gorham Ave,06514,paiercollegeofart.edu,Private,English,1946
POST,Post University,USA,CT,Waterbury,800,Country Club Rd,06723,post.edu,Private,English,1890
ST_ALPHONSUS,Saint Alphonsus College,USA,CT,Woodstock,27,Prospect Hill,06281,stalphonsus.org,Private,English,1955
TEIKYO_POST,Teikyo Post University,USA,CT,Waterbury,800,Country Club Rd,06723,teikyo.edu,Private,English,1890
UNIV_ST_JOSEPH,University of Saint Joseph,USA,CT,West Hartford,1678,Asylum Ave,06117,usj.edu,Private,English,1932
GEORGE_WASH,George Washington University,USA,DC,Washington,2121,I St NW,20052,gwu.edu,Private,English,1821
HOWARD,Howard University,USA,DC,Washington,2400,Sixth St NW,20059,howard.edu,Private,English,1867
AMERICAN,American University,USA,DC,Washington,4400,Massachusetts Ave NW,20016,american.edu,Private,English,1893
CATHOLIC,Catholic University of America,USA,DC,Washington,620,Michigan Ave NE,20064,catholic.edu,Private,English,1887
GALLAUDET,Gallaudet University,USA,DC,Washington,800,Florida Ave NE,20002,gallaudet.edu,Private,English,1864
UDC,University of the District of Columbia,USA,DC,Washington,4200,Connecticut Ave NW,20008,udc.edu,Public,English,1976
TRINITY_DC,Trinity Washington University,USA,DC,Washington,125,Michigan Ave NE,20017,trinitydc.edu,Private,English,1897
POTOMAC,Potomac College,USA,DC,Washington,4000,Chesapeake St NW,20016,potomac.edu,Private,English,1991
STRAYER,Strayer University,USA,DC,Washington,1133,15th St NW,20005,strayer.edu,Private,English,1892
CORCORAN,Corcoran School of the Arts & Design,USA,DC,Washington,500,17th St NW,20006,corcoran.gwu.edu,Private,English,1878
WESLEY,Wesley Theological Seminary,USA,DC,Washington,4500,Massachusetts Ave NW,20016,wesleyseminary.edu,Private,English,1882
WASHINGTON_THEO,Washington Theological Union,USA,DC,Washington,6896,Laurel St NW,20012,wtu.edu,Private,English,1968
NATIONAL_DEFENSE,National Defense University,USA,DC,Washington,300,5th Ave SW,20319,ndu.edu,Public,English,1976
NAVAL_POSTGRAD,Naval Postgraduate School,USA,CA,Monterey,1,University Cir,93943,nps.edu,Public,English,1909
AIR_FORCE_ACAD,United States Air Force Academy,USA,CO,Colorado Springs,2354,Fairchild Dr,80840,usafa.edu,Public,English,1954
WEST_POINT,United States Military Academy,USA,NY,West Point,606,Thayer Rd,10996,westpoint.edu,Public,English,1802
NAVAL_ACAD,United States Naval Academy,USA,MD,Annapolis,121,Blake Rd,21402,usna.edu,Public,English,1845
COAST_GUARD_ACAD,United States Coast Guard Academy,USA,CT,New London,31,Mohegan Ave,06320,cga.edu,Public,English,1876
MERCHANT_MARINE,United States Merchant Marine Academy,USA,NY,Kings Point,300,Steamboat Rd,11024,usmma.edu,Public,English,1943
MOREHOUSE,Morehouse College,USA,GA,Atlanta,830,Westview Dr SW,30314,morehouse.edu,Private,English,1867
SPELMAN,Spelman College,USA,GA,Atlanta,350,Spelman Ln SW,30314,spelman.edu,Private,English,1881
CLARK_ATLANTA,Clark Atlanta University,USA,GA,Atlanta,223,James P Brawley Dr SW,30314,cau.edu,Private,English,1988
FISK,Fisk University,USA,TN,Nashville,1000,17th Ave North,37208,fisk.edu,Private,English,1866
MEHARRY,Meharry Medical College,USA,TN,Nashville,1005,Dr DB Todd Jr Blvd,37208,mmc.edu,Private,English,1876
TUSKEGEE,Tuskegee University,USA,AL,Tuskegee,1200,West Montgomery Rd,36088,tuskegee.edu,Private,English,1881
ALABAMA_ST,Alabama State University,USA,AL,Montgomery,915,South Jackson St,36104,alasu.edu,Public,English,1867
ALABAMA_A&M,Alabama A&M University,USA,AL,Normal,4900,Meridian St,35762,aamu.edu,Public,English,1875
MILES,Miles College,USA,AL,Fairfield,5500,Myron Massey Blvd,35064,miles.edu,Private,English,1898
OAKWOOD,Oakwood University,USA,AL,Huntsville,7000,Adventist Blvd,35896,oakwood.edu,Private,English,1896
STILLMAN,Stillman College,USA,AL,Tuscaloosa,3601,Stillman Blvd,35401,stillman.edu,Private,English,1876
TALLADEGA,Talladega College,USA,AL,Talladega,627,West Battle St,35160,talladega.edu,Private,English,1867
TOUGALOO,Tougaloo College,USA,MS,Tougaloo,500,West County Line Rd,39174,tougaloo.edu,Private,English,1869
ALCORN_ST,Alcorn State University,USA,MS,Lorman,1000,ASU Dr,39096,alcorn.edu,Public,English,1871
JACKSON_ST,Jackson State University,USA,MS,Jackson,1400,John R Lynch St,39217,jsums.edu,Public,English,1877
MISSISSIPPI_VALLEY,Mississippi Valley State University,USA,MS,Itta Bena,14000,Hwy 82 West,38941,mvsu.edu,Public,English,1950
RUST,Rust College,USA,MS,Holly Springs,150,Rust Ave,38635,rustcollege.edu,Private,English,1866
GRAMBLING,Grambling State University,USA,LA,Grambling,403,Main St,71245,gram.edu,Public,English,1901
SOUTHERN_UNIV,Southern University and A&M College,USA,LA,Baton Rouge,801,Harding Blvd,70813,subr.edu,Public,English,1880
DILLARD,Dillard University,USA,LA,New Orleans,2601,Gentilly Blvd,70122,dillard.edu,Private,English,1869
XAVIER_LA,Xavier University of Louisiana,USA,LA,New Orleans,1,Drexel Dr,70125,xula.edu,Private,English,1925
PRAIRIE_VIEW,Prairie View A&M University,USA,TX,Prairie View,100,University Dr,77446,pvamu.edu,Public,English,1876
TEXAS_SOUTHERN,Texas Southern University,USA,TX,Houston,3100,Cleburne St,77004,tsu.edu,Public,English,1947
WILEY,Wiley College,USA,TX,Marshall,711,Wiley Ave,75670,wileyc.edu,Private,English,1873
JARVIS_CHRISTIAN,Jarvis Christian College,USA,TX,Hawkins,1000,Jarvis Christian College,75765,jarvis.edu,Private,English,1912
PAUL_QUINN,Paul Quinn College,USA,TX,Dallas,3837,Simpson Stuart Rd,75241,pqc.edu,Private,English,1872
HUSTON_TILLOTSON,Huston-Tillotson University,USA,TX,Austin,900,Chicon St,78702,htu.edu,Private,English,1875
FLORIDA_A&M,Florida A&M University,USA,FL,Tallahassee,1601,South Martin Luther King Jr Blvd,32307,famu.edu,Public,English,1887
BETHUNE_COOKMAN,Bethune-Cookman University,USA,FL,Daytona Beach,640,Dr Mary McLeod Bethune Blvd,32114,cookman.edu,Private,English,1904
EDWARD_WATERS,Edward Waters College,USA,FL,Jacksonville,1658,Kings Rd,32209,ewc.edu,Private,English,1866
FLORIDA_MEMORIAL,Florida Memorial University,USA,FL,Miami Gardens,15800,Northwest 42nd Ave,33054,fmuniv.edu,Private,English,1879
NORTH_CAROLINA_A&T,North Carolina A&T State University,USA,NC,Greensboro,1601,East Market St,27411,ncat.edu,Public,English,1891
NORTH_CAROLINA_CENTRAL,North Carolina Central University,USA,NC,Durham,1801,Fayetteville St,27707,nccu.edu,Public,English,1910
ELIZABETH_CITY,Elizabeth City State University,USA,NC,Elizabeth City,1704,Weeksville Rd,27909,ecsu.edu,Public,English,1891
FAYETTEVILLE_ST,Fayetteville State University,USA,NC,Fayetteville,1200,Murchison Rd,28301,uncfsu.edu,Public,English,1867
WINSTON_SALEM,Winston-Salem State University,USA,NC,Winston-Salem,601,South Martin Luther King Jr Dr,27110,wssu.edu,Public,English,1892
BENNETT,Bennett College,USA,NC,Greensboro,900,East Washington St,27401,bennett.edu,Private,English,1873
JOHNSON_C_SMITH,Johnson C. Smith University,USA,NC,Charlotte,100,Beatties Ford Rd,28216,jcsu.edu,Private,English,1867
LIVINGSTONE,Livingstone College,USA,NC,Salisbury,701,West Monroe St,28144,livingstone.edu,Private,English,1879
SAINT_AUGUSTINES,Saint Augustine's University,USA,NC,Raleigh,1315,Oakwood Ave,27610,st-aug.edu,Private,English,1867
SHAW,Shaw University,USA,NC,Raleigh,118,East South St,27601,shawu.edu,Private,English,1865
SOUTH_CAROLINA_ST,South Carolina State University,USA,SC,Orangeburg,300,College St NE,29117,scsu.edu,Public,English,1896
CLAFLIN,Claflin University,USA,SC,Orangeburg,400,Magnolia St,29115,claflin.edu,Private,English,1869
ALLEN,Allen University,USA,SC,Columbia,1530,Harden St,29204,allenuniversity.edu,Private,English,1870
BENEDICT,Benedict College,USA,SC,Columbia,1600,Harden St,29204,benedict.edu,Private,English,1870
MORRIS,Morris College,USA,SC,Sumter,100,West College St,29150,morris.edu,Private,English,1908
VOORHEES,Voorhees College,USA,SC,Denmark,481,Porter St,29042,voorhees.edu,Private,English,1897
HAMPTON,Hampton University,USA,VA,Hampton,200,William R Harvey Way,23668,hamptonu.edu,Private,English,1868
HOWARD_VA,Norfolk State University,USA,VA,Norfolk,700,Park Ave,23504,nsu.edu,Public,English,1935
VIRGINIA_ST,Virginia State University,USA,VA,Petersburg,1,Hayden Dr,23806,vsu.edu,Public,English,1882
VIRGINIA_UNION,Virginia Union University,USA,VA,Richmond,1500,North Lombardy St,23220,vuu.edu,Private,English,1865
SAINT_PAULS,Saint Paul's College,USA,VA,Lawrenceville,115,College Dr,23868,saintpauls.edu,Private,English,1888
BOWIE_ST,Bowie State University,USA,MD,Bowie,14000,Jericho Park Rd,20715,bowiestate.edu,Public,English,1865
COPPIN_ST,Coppin State University,USA,MD,Baltimore,2500,West North Ave,21216,coppin.edu,Public,English,1900
MORGAN_ST,Morgan State University,USA,MD,Baltimore,1700,East Cold Spring Ln,21251,morgan.edu,Public,English,1867
UNIV_MARYLAND_EASTERN,University of Maryland Eastern Shore,USA,MD,Princess Anne,11868,Academic Oval,21853,umes.edu,Public,English,1886
BLUEFIELD_ST,Bluefield State College,USA,WV,Bluefield,219,Rock St,24701,bluefieldstate.edu,Public,English,1895
WEST_VIRGINIA_ST,West Virginia State University,USA,WV,Institute,106,Ferrell Hall,25112,wvstateu.edu,Public,English,1891
LINCOLN_PA,Lincoln University,USA,PA,Lincoln University,1570,Baltimore Pike,19352,lincoln.edu,Public,English,1854
CHEYNEY,Cheyney University of Pennsylvania,USA,PA,Cheyney,1837,University Cir,19319,cheyney.edu,Public,English,1837
CENTRAL_ST_OHIO,Central State University,USA,OH,Wilberforce,1400,Brush Row Rd,45384,centralstate.edu,Public,English,1887
WILBERFORCE,Wilberforce University,USA,OH,Wilberforce,1055,North Bickett Rd,45384,wilberforce.edu,Private,English,1856
KENTUCKY_ST,Kentucky State University,USA,KY,Frankfort,400,East Main St,40601,kysu.edu,Public,English,1886
TENNESSEE_ST,Tennessee State University,USA,TN,Nashville,3500,John A Merritt Blvd,37209,tnstate.edu,Public,English,1912
LANE,Lane College,USA,TN,Jackson,545,Lane Ave,38301,lanecollege.edu,Private,English,1882
LEMOYNE_OWEN,LeMoyne-Owen College,USA,TN,Memphis,807,Walker Ave,38126,loc.edu,Private,English,1870
KNOXVILLE,Knoxville College,USA,TN,Knoxville,901,College St,37921,knoxvillecollege.edu,Private,English,1875
ARKANSAS_BAPTIST,Arkansas Baptist College,USA,AR,Little Rock,1621,Dr Martin Luther King Jr Dr,72202,arkansasbaptist.edu,Private,English,1884
PHILANDER_SMITH,Philander Smith College,USA,AR,Little Rock,900,West Daisy L Gatson Bates Dr,72202,philander.edu,Private,English,1877
UNIV_ARKANSAS_PINE_BLUFF,University of Arkansas at Pine Bluff,USA,AR,Pine Bluff,1200,North University Dr,71601,uapb.edu,Public,English,1873
SHORTER,Shorter College,USA,AR,North Little Rock,604,Locust St,72114,shortercollege.edu,Private,English,1886
LINCOLN_MO,Lincoln University,USA,MO,Jefferson City,820,Chestnut St,65101,lincolnu.edu,Public,English,1866
HARRIS_STOWE,Harris-Stowe State University,USA,MO,St. Louis,3026,Laclede Ave,63103,hssu.edu,Public,English,1857
LANGSTON,Langston University,USA,OK,Langston,4205,North Lincoln Blvd,73050,langston.edu,Public,English,1897
SOUTHWESTERN_CHRISTIAN,Southwestern Christian College,USA,TX,Terrell,200,Bowser Cir,75160,swcc.edu,Private,English,1949
OBERLIN,Oberlin College,USA,OH,Oberlin,173,West Lorain St,44074,oberlin.edu,Private,English,1833
KENYON,Kenyon College,USA,OH,Gambier,106,College Park St,43022,kenyon.edu,Private,English,1824
DENISON,Denison University,USA,OH,Granville,1,Doane Dr,43023,denison.edu,Private,English,1831
WITTENBERG,Wittenberg University,USA,OH,Springfield,200,West Ward St,45501,wittenberg.edu,Private,English,1845
WOOSTER,College of Wooster,USA,OH,Wooster,1189,Beall Ave,44691,wooster.edu,Private,English,1866
OTTERBEIN,Otterbein University,USA,OH,Westerville,1,South Grove St,43081,otterbein.edu,Private,English,1847
CAPITAL,Capital University,USA,OH,Columbus,1,College and Main,43209,capital.edu,Private,English,1830
MARIETTA,Marietta College,USA,OH,Marietta,215,Fifth St,45750,marietta.edu,Private,English,1835
MUSKINGUM,Muskingum University,USA,OH,New Concord,163,Stormont St,43762,muskingum.edu,Private,English,1837
BALDWIN_WALLACE,Baldwin Wallace University,USA,OH,Berea,275,Eastland Rd,44017,bw.edu,Private,English,1845
JOHN_CARROLL,John Carroll University,USA,OH,University Heights,1,John Carroll Blvd,44118,jcu.edu,Private,English,1886
XAVIER_OH,Xavier University,USA,OH,Cincinnati,3800,Victory Pkwy,45207,xavier.edu,Private,English,1831
DAYTON,University of Dayton,USA,OH,Dayton,300,College Park,45469,udayton.edu,Private,English,1850
MOUNT_UNION,University of Mount Union,USA,OH,Alliance,1972,Clark Ave,44601,mountunion.edu,Private,English,1846
HEIDELBERG,Heidelberg University,USA,OH,Tiffin,310,East Market St,44883,heidelberg.edu,Private,English,1850
BLUFFTON,Bluffton University,USA,OH,Bluffton,1,University Dr,45817,bluffton.edu,Private,English,1899
DEFIANCE,Defiance College,USA,OH,Defiance,701,North Clinton St,43512,defiance.edu,Private,English,1850
FINDLAY,University of Findlay,USA,OH,Findlay,1000,North Main St,45840,findlay.edu,Private,English,1882
HIRAM,Hiram College,USA,OH,Hiram,11715,Garfield Rd,44234,hiram.edu,Private,English,1850
LAKE_ERIE,Lake Erie College,USA,OH,Painesville,391,West Washington St,44077,lec.edu,Private,English,1856
MOUNT_VERNON_NAZARENE,Mount Vernon Nazarene University,USA,OH,Mount Vernon,800,Martinsburg Rd,43050,mvnu.edu,Private,English,1968
NOTRE_DAME_OH,Notre Dame College,USA,OH,South Euclid,4545,College Rd,44121,notredamecollege.edu,Private,English,1922
OHIO_DOMINICAN,Ohio Dominican University,USA,OH,Columbus,1216,Sunbury Rd,43219,ohiodominican.edu,Private,English,1911
OHIO_NORTHERN,Ohio Northern University,USA,OH,Ada,525,South Main St,45810,onu.edu,Private,English,1871
OHIO_WESLEYAN,Ohio Wesleyan University,USA,OH,Delaware,61,South Sandusky St,43015,owu.edu,Private,English,1842
TIFFIN,Tiffin University,USA,OH,Tiffin,155,Miami St,44883,tiffin.edu,Private,English,1888
URBANA,Urbana University,USA,OH,Urbana,579,College Way,43078,urbana.edu,Private,English,1850
WALSH,Walsh University,USA,OH,North Canton,2020,East Maple St,44720,walsh.edu,Private,English,1958
WILMINGTON,Wilmington College,USA,OH,Wilmington,1870,Quaker Way,45177,wilmington.edu,Private,English,1870
WITTENBERG_OHIO,Wittenberg University,USA,OH,Springfield,200,West Ward St,45501,wittenberg.edu,Private,English,1845
DEPAUW,DePauw University,USA,IN,Greencastle,313,South Locust St,46135,depauw.edu,Private,English,1837
WABASH,Wabash College,USA,IN,Crawfordsville,301,West Wabash Ave,47933,wabash.edu,Private,English,1832
HANOVER,Hanover College,USA,IN,Hanover,517,Ball Dr,47243,hanover.edu,Private,English,1827
FRANKLIN,Franklin College,USA,IN,Franklin,101,Branigin Blvd,46131,franklin.edu,Private,English,1834
MANCHESTER,University of Manchester,USA,IN,North Manchester,604,East College Ave,46962,manchester.edu,Private,English,1889
ANDERSON,Anderson University,USA,IN,Anderson,1100,East Fifth St,46012,anderson.edu,Private,English,1917
TAYLOR,Taylor University,USA,IN,Upland,236,West Reade Ave,46989,taylor.edu,Private,English,1846
TRI_STATE,Trine University,USA,IN,Angola,1,University Ave,46703,trine.edu,Private,English,1884
SAINT_JOSEPHS_IN,Saint Joseph's College,USA,IN,Rensselaer,1,St Joseph's College Rd,47978,saintjoe.edu,Private,English,1889
GOSHEN,Goshen College,USA,IN,Goshen,1700,South Main St,46526,goshen.edu,Private,English,1894
HUNTINGTON,Huntington University,USA,IN,Huntington,2303,College Ave,46750,huntington.edu,Private,English,1897
INDIANA_WESLEYAN,Indiana Wesleyan University,USA,IN,Marion,4201,South Washington St,46953,indwes.edu,Private,English,1920
OAKLAND_CITY,Oakland City University,USA,IN,Oakland City,138,North Lucretia St,47660,oak.edu,Private,English,1885
ROSE_HULMAN,Rose-Hulman Institute of Technology,USA,IN,Terre Haute,5500,Wabash Ave,47803,rose-hulman.edu,Private,English,1874
SAINT_MARYS_IN,Saint Mary's College,USA,IN,Notre Dame,1,Saint Mary's College,46556,saintmarys.edu,Private,English,1844
GRINNELL,Grinnell College,USA,IA,Grinnell,1121,Park St,50112,grinnell.edu,Private,English,1846
CARLETON_IA,Coe College,USA,IA,Cedar Rapids,1220,First Ave NE,52402,coe.edu,Private,English,1851
CORNELL_IA,Cornell College,USA,IA,Mount Vernon,600,First St SW,52314,cornellcollege.edu,Private,English,1853
LUTHER,Luther College,USA,IA,Decorah,700,College Dr,52101,luther.edu,Private,English,1861
DRAKE,Drake University,USA,IA,Des Moines,2507,University Ave,50311,drake.edu,Private,English,1881
WARTBURG,Wartburg College,USA,IA,Waverly,100,Wartburg Blvd,50677,wartburg.edu,Private,English,1852
CENTRAL_IA,Central College,USA,IA,Pella,812,University St,50219,central.edu,Private,English,1853
SIMPSON,Simpson College,USA,IA,Indianola,701,North C St,50125,simpson.edu,Private,English,1860
BUENA_VISTA,Buena Vista University,USA,IA,Storm Lake,610,West Fourth St,50588,bvu.edu,Private,English,1891
CLARKE,Clarke University,USA,IA,Dubuque,1550,Clarke Dr,52001,clarke.edu,Private,English,1843
GRACELAND,Graceland University,USA,IA,Lamoni,1,University Pl,50140,graceland.edu,Private,English,1895
GRAND_VIEW,Grand View University,USA,IA,Des Moines,1200,Grandview Ave,50316,grandview.edu,Private,English,1896
LORAS,Loras College,USA,IA,Dubuque,1450,Alta Vista St,52001,loras.edu,Private,English,1839
MORNINGSIDE,Morningside College,USA,IA,Sioux City,1501,Morningside Ave,51106,morningside.edu,Private,English,1894
MOUNT_MERCY,Mount Mercy University,USA,IA,Cedar Rapids,1330,Elmhurst Dr NE,52402,mtmercy.edu,Private,English,1928
NORTHWESTERN_IA,Northwestern College,USA,IA,Orange City,101,7th St SW,51041,nwciowa.edu,Private,English,1882
ST_AMBROSE,St. Ambrose University,USA,IA,Davenport,518,West Locust St,52803,sau.edu,Private,English,1882
UPPER_IOWA,Upper Iowa University,USA,IA,Fayette,605,Washington St,52142,uiu.edu,Private,English,1857
WALDORF,Waldorf University,USA,IA,Forest City,106,South 6th St,50436,waldorf.edu,Private,English,1903
WILLIAM_PENN,William Penn University,USA,IA,Oskaloosa,201,Trueblood Ave,52577,wmpenn.edu,Private,English,1873
KNOX,Knox College,USA,IL,Galesburg,2,East South St,61401,knox.edu,Private,English,1837
LAKE_FOREST,Lake Forest College,USA,IL,Lake Forest,555,North Sheridan Rd,60045,lakeforest.edu,Private,English,1857
LAWRENCE,Lawrence University,USA,WI,Appleton,711,East Boldt Way,54911,lawrence.edu,Private,English,1847
BELOIT,Beloit College,USA,WI,Beloit,700,College St,53511,beloit.edu,Private,English,1846
RIPON,Ripon College,USA,WI,Ripon,300,West Seward St,54971,ripon.edu,Private,English,1851
CARROLL,Carroll University,USA,WI,Waukesha,100,North East Ave,53186,carrollu.edu,Private,English,1846
CARTHAGE,Carthage College,USA,WI,Kenosha,2001,Alford Park Dr,53140,carthage.edu,Private,English,1847
CONCORDIA_WI,Concordia University Wisconsin,USA,WI,Mequon,12800,North Lake Shore Dr,53097,cuw.edu,Private,English,1881
EDGEWOOD,Edgewood College,USA,WI,Madison,1000,Edgewood College Dr,53711,edgewood.edu,Private,English,1927
LAKELAND,Lakeland University,USA,WI,Plymouth,1 Lakeland Dr,53073,lakeland.edu,Private,English,1862,
MARIAN,Marian University,USA,WI,Fond du Lac,45,South National Ave,54935,marianuniversity.edu,Private,English,1936
MARQUETTE,Marquette University,USA,WI,Milwaukee,1250,West Wisconsin Ave,53233,marquette.edu,Private,English,1881
MILWAUKEE_SCHOOL,Milwaukee School of Engineering,USA,WI,Milwaukee,1025,North Broadway,53202,msoe.edu,Private,English,1903
MOUNT_MARY,Mount Mary University,USA,WI,Milwaukee,2900,North Menomonee River Pkwy,53222,mtmary.edu,Private,English,1913
NORTHLAND,Northland College,USA,WI,Ashland,1411,Ellis Ave,54806,northland.edu,Private,English,1892
SAINT_NORBERT,St. Norbert College,USA,WI,De Pere,100,Grant St,54115,snc.edu,Private,English,1898
SILVER_LAKE,Silver Lake College,USA,WI,Manitowoc,2406,South Alverno Rd,54220,sl.edu,Private,English,1935
