```csv
university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
UNIV_SARAJEVO,University of Sarajevo,Bosnia and Herzegovina,Sarajevo,Sarajevo,1,Obala Kulina bana,71000,unsa.ba,Public,Bosnian;Croatian;Serbian;English,1949
UNIV_BUCHAREST,University of Bucharest,Romania,Bucharest,Bucharest,1,Bulevardul Regina Elisabeta,030018,unibuc.ro,Public,Romanian;English,1864
POLYTECHNIC_BUCHAREST,Polytechnic University of Bucharest,Romania,Bucharest,Bucharest,1,Splaiul Independenței,060042,upb.ro,Public,Romanian;English,1864
BABEȘ_BOLYAI,Babeș-Bolyai University,Romania,Cluj-Napoca,Cluj-Napoca,1,Strada Mihail Kogălniceanu,400084,ubbcluj.ro,Public,Romanian;Hungarian;German;English,1581
UNIV_SOFIA,Sofia University,Bulgaria,Sofia,Sofia,1,Tsar Osvoboditel Boulevard,1504,uni-sofia.bg,Public,Bulgarian;English,1888
TECHNICAL_UNIV_SOFIA,Technical University of Sofia,Bulgaria,Sofia,Sofia,1,Kliment Ohridski Boulevard,1756,tu-sofia.bg,Public,Bulgarian;English,1945
UNIV_PLOVDIV,University of Plovdiv,Bulgaria,Plovdiv,Plovdiv,1,Tsar Asen,4000,uni-plovdiv.bg,Public,Bulgarian;English,1961
ATHENS_UNIV,National and Kapodistrian University of Athens,Greece,Athens,Athens,1,Panepistimioupolis,15784,uoa.gr,Public,Greek;English,1837
ARISTOTLE_THESSALONIKI,Aristotle University of Thessaloniki,Greece,Thessaloniki,Thessaloniki,1,University Campus,54124,auth.gr,Public,Greek;English,1925
ATHENS_TECH,National Technical University of Athens,Greece,Athens,Athens,1,Iroon Polytechniou,15780,ntua.gr,Public,Greek;English,1837
UNIV_PATRAS,University of Patras,Greece,Patras,Patras,1,University Campus,26504,upatras.gr,Public,Greek;English,1964
UNIV_CRETE,University of Crete,Greece,Heraklion,Heraklion,1,Voutes Campus,70013,uoc.gr,Public,Greek;English,1973
ALBA,ALBA Graduate Business School,Greece,Athens,Athens,1,Xenias,11528,alba.edu.gr,Private,Greek;English,1992
MOSCOW_STATE,Moscow State University,Russia,Moscow,Moscow,1,Leninskie Gory,119991,msu.ru,Public,Russian;English,1755
ST_PETERSBURG_STATE,Saint Petersburg State University,Russia,St. Petersburg,St. Petersburg,1,Universitetskaya Embankment,199034,spbu.ru,Public,Russian;English,1724
BAUMAN_MOSCOW_TECH,Bauman Moscow State Technical University,Russia,Moscow,Moscow,1,2nd Baumanskaya Street,105005,bmstu.ru,Public,Russian;English,1830
SKOLTECH,Skolkovo Institute of Science and Technology,Russia,Moscow,Moscow,1,Bolshoy Boulevard,121205,skoltech.ru,Private,Russian;English,2011
HSE_MOSCOW,HSE University,Russia,Moscow,Moscow,1,Myasnitskaya Street,101000,hse.ru,Public,Russian;English,1992
MIPT,Moscow Institute of Physics and Technology,Russia,Dolgoprudny,Dolgoprudny,1,Institutskiy Pereulok,141701,mipt.ru,Public,Russian;English,1946
UNIV_TARTU,University of Tartu,Estonia,Tartu,Tartu,1,Ülikooli,50090,ut.ee,Public,Estonian;English,1632
TALLINN_TECH,Tallinn University of Technology,Estonia,Tallinn,Tallinn,1,Ehitajate tee,19086,taltech.ee,Public,Estonian;English,1918
RIGA_TECH,Riga Technical University,Latvia,Riga,Riga,1,Kalku,1658,rtu.lv,Public,Latvian;English,1862
UNIV_LATVIA,University of Latvia,Latvia,Riga,Riga,1,Raiņa bulvāris,1586,lu.lv,Public,Latvian;English,1919
VILNIUS_UNIV,Vilnius University,Lithuania,Vilnius,Vilnius,1,Universiteto,01513,vu.lt,Public,Lithuanian;English,1579
KAUNAS_TECH,Kaunas University of Technology,Lithuania,Kaunas,Kaunas,1,Studentų,51368,ktu.lt,Public,Lithuanian;English,1922
VYTAUTAS_MAGNUS,Vytautas Magnus University,Lithuania,Kaunas,Kaunas,1,Jonavos,44248,vdu.lt,Public,Lithuanian;English,1922
UNIV_MALTA,University of Malta,Malta,Msida,Msida,1,Triq il-Saqqajja,MSD2080,um.edu.mt,Public,Maltese;English,1769
UNIV_CYPRUS,University of Cyprus,Cyprus,Nicosia,Nicosia,1,Kallipoleos,1678,ucy.ac.cy,Public,Greek;Turkish;English,1989
CYPRUS_TECH,Cyprus University of Technology,Cyprus,Limassol,Limassol,1,Archiepiskopou Kyprianou,3036,cut.ac.cy,Public,Greek;English,2004
UNIV_PORTO,University of Porto,Portugal,Porto,Porto,1,Praça de Gomes Teixeira,4099,up.pt,Public,Portuguese;English,1911
UNIV_LISBON,University of Lisbon,Portugal,Lisbon,Lisbon,1,Alameda da Universidade,1649,ulisboa.pt,Public,Portuguese;English,1911
UNIV_COIMBRA,University of Coimbra,Portugal,Coimbra,Coimbra,1,Paço das Escolas,3004,uc.pt,Public,Portuguese;English,1290
NOVA_LISBON,NOVA University Lisbon,Portugal,Lisbon,Lisbon,1,Campus de Campolide,1099,unl.pt,Public,Portuguese;English,1973
UNIV_AVEIRO,University of Aveiro,Portugal,Aveiro,Aveiro,1,Campus Universitário de Santiago,3810,ua.pt,Public,Portuguese;English,1973
UNIV_MINHO,University of Minho,Portugal,Braga,Braga,1,Largo do Paço,4704,uminho.pt,Public,Portuguese;English,1973
CATOLICA_PORTUGUESA,Católica Lisbon School of Business and Economics,Portugal,Lisbon,Lisbon,1,Palma de Cima,1649,ucp.pt,Private,Portuguese;English,1967
ISCTE,ISCTE Business School,Portugal,Lisbon,Lisbon,1,Avenida das Forças Armadas,1649,iscte-iul.pt,Public,Portuguese;English,1972
POLYTECHNIC_PORTO,Polytechnic of Porto,Portugal,Porto,Porto,1,Rua Dr. António Bernardino de Almeida,4249,ipp.pt,Public,Portuguese;English,1985
UNIV_BEIRA_INTERIOR,University of Beira Interior,Portugal,Covilhã,Covilhã,1,Rua Marquês d'Ávila e Bolama,6201,ubi.pt,Public,Portuguese;English,1986
UNIV_ALGARVE,University of Algarve,Portugal,Faro,Faro,1,Campus de Gambelas,8005,ualg.pt,Public,Portuguese;English,1979
TRINITY_DUBLIN,Trinity College Dublin,Ireland,Dublin,Dublin,1,College Green,2,tcd.ie,Public,English;Irish,1592
UCD,University College Dublin,Ireland,Dublin,Dublin,1,Belfield,4,ucd.ie,Public,English;Irish,1854
UCC,University College Cork,Ireland,Cork,Cork,1,Western Rd,T12,ucc.ie,Public,English;Irish,1845
NUI_GALWAY,University of Galway,Ireland,Galway,Galway,1,University Rd,H91,universityofgalway.ie,Public,English;Irish,1845
DCU,Dublin City University,Ireland,Dublin,Dublin,1,Glasnevin,9,dcu.ie,Public,English;Irish,1989
UL,University of Limerick,Ireland,Limerick,Limerick,1,Sreelane,V94,ul.ie,Public,English;Irish,1972
MAYNOOTH,Maynooth University,Ireland,Maynooth,Maynooth,1,Maynooth,W23,maynoothuniversity.ie,Public,English;Irish,1997
TU_DUBLIN,Technological University Dublin,Ireland,Dublin,Dublin,1,Grangegorman,7,tudublin.ie,Public,English;Irish,2019
RCSI,Royal College of Surgeons in Ireland,Ireland,Dublin,Dublin,1,St. Stephen's Green,2,rcsi.ie,Private,English,1784
UNIV_LUXEMBOURG,University of Luxembourg,Luxembourg,Luxembourg,Luxembourg,1,Avenue de l'Université,4365,uni.lu,Public,French;German;English,2003
SACRED_HEART_LUXEMBOURG,Sacred Heart University Luxembourg,Luxembourg,Luxembourg,Luxembourg,1,Rue d'Anvers,1130,shu.edu,Private,English,1991
AMERICAN_UNIV_ARMENIA,American University of Armenia,Armenia,Yerevan,Yerevan,1,Paruhi Sevak,0019,aua.am,Private,English;Armenian,1991
YEREVAN_STATE,Yerevan State University,Armenia,Yerevan,Yerevan,1,Alex Manoogian,0025,ysu.am,Public,Armenian;English,1919
AMERICAN_UNIV_GEORGIA,American University of Georgia,Georgia,Tbilisi,Tbilisi,1,David Aghmashenebeli Alley,0131,agu.edu.ge,Private,English;Georgian,2005
GEORGIAN_TECH,Georgian Technical University,Georgia,Tbilisi,Tbilisi,1,Merab Kostava,0175,gtu.ge,Public,Georgian;English,1922
UNIV_GEORGIA,University of Georgia,Georgia,Tbilisi,Tbilisi,1,77a Kostava St,0175,ug.edu.ge,Private,Georgian;English,2004
CAUCASUS_UNIV,Caucasus University,Georgia,Tbilisi,Tbilisi,1,Paata Saakadze,0102,cu.edu.ge,Private,Georgian;English,2004
BAKU_STATE,Baku State University,Azerbaijan,Baku,Baku,1,Zahid Khalilov,1148,bsu.edu.az,Public,Azerbaijani;English,1919
ADA_UNIVERSITY,ADA University,Azerbaijan,Baku,Baku,1,Ahmadbey Aghaoglu,1008,ada.edu.az,Private,English;Azerbaijani,2006
KHAZAR_UNIV,Khazar University,Azerbaijan,Baku,Baku,1,Mahsati,1096,khazar.org,Private,English;Azerbaijani,1991
BELARUS_STATE,Belarus State University,Belarus,Minsk,Minsk,1,Nezavisimosti Avenue,220030,bsu.by,Public,Belarusian;Russian;English,1921
BELARUS_TECH,Belarusian National Technical University,Belarus,Minsk,Minsk,1,Nezavisimosti Avenue,220013,bntu.by,Public,Belarusian;Russian;English,1920
EUROPEAN_HUMANITIES,European Humanities University,Belarus,Vilnius,Vilnius,1,Savičiaus,01108,ehu.lt,Private,English;Russian;Belarusian,1992
KYIV_UNIV,Taras Shevchenko National University of Kyiv,Ukraine,Kyiv,Kyiv,1,Volodymyrska,01601,univ.kiev.ua,Public,Ukrainian;English,1834
KYIV_POLYTECHNIC,Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,Kyiv,Kyiv,1,Peremohy Avenue,03056,kpi.ua,Public,Ukrainian;English,1898
LVIV_UNIV,Ivan Franko National University of Lviv,Ukraine,Lviv,Lviv,1,Universytetska,79000,lnu.edu.ua,Public,Ukrainian;English,1661
KHARKIV_UNIV,V.N. Karazin Kharkiv National University,Ukraine,Kharkiv,Kharkiv,1,Svobody Square,61022,univer.kharkov.ua,Public,Ukrainian;English,1804
ODESSA_UNIV,Odessa I.I. Mechnikov National University,Ukraine,Odessa,Odessa,1,Dvoryanskaya,65082,onu.edu.ua,Public,Ukrainian;English,1865
AMERICAN_UNIV_KYIV,American University Kyiv,Ukraine,Kyiv,Kyiv,1,Esplanadna,01023,auk.edu.ua,Private,English;Ukrainian,2021
UNIV_SKOPJE,Ss. Cyril and Methodius University,North Macedonia,Skopje,Skopje,1,bul. Goce Delčev,1000,ukim.edu.mk,Public,Macedonian;English,1949
SOUTH_EAST_EUROPEAN,South East European University,North Macedonia,Tetovo,Tetovo,1,Ilindenska,1200,seeu.edu.mk,Private,English;Albanian;Macedonian,2001
AMERICAN_COLLEGE_SKOPJE,American College of Skopje,North Macedonia,Skopje,Skopje,1,Treta Makedonska Brigada,1000,acs.edu.mk,Private,English,2005
UNIV_TIRANA,University of Tirana,Albania,Tirana,Tirana,1,Bulevardi Zogu I,1001,unitir.edu.al,Public,Albanian;English,1957
POLYTECHNIC_TIRANA,Polytechnic University of Tirana,Albania,Tirana,Tirana,1,Sheshi Nënë Tereza,1001,upt.al,Public,Albanian;English,1951
EUROPEAN_UNIV_TIRANA,European University of Tirana,Albania,Tirana,Tirana,1,Bulevardi Gjergj Fishta,1023,uet.edu.al,Private,Albanian;English,2006
UNIV_MONTENEGRO,University of Montenegro,Montenegro,Podgorica,Podgorica,1,Džordža Vašingtona,81000,ucg.ac.me,Public,Montenegrin;English,1974
MEDITERRANEAN_UNIV,Mediterranean University,Montenegro,Podgorica,Podgorica,1,Vaka Đurovića,81000,unimediteran.net,Private,English;Montenegrin,2006
UNIV_DONJA_GORICA,University of Donja Gorica,Montenegro,Podgorica,Podgorica,1,Donja Gorica,81000,udg.edu.me,Private,English;Montenegrin,2007
STATE_UNIV_MOLDOVA,Moldova State University,Moldova,Chișinău,Chișinău,1,Strada Mateevici,2009,usm.md,Public,Romanian;Russian;English,1946
TECHNICAL_UNIV_MOLDOVA,Technical University of Moldova,Moldova,Chișinău,Chișinău,1,Stefan cel Mare,2004,utm.md,Public,Romanian;English,1964
AMERICAN_UNIV_MOLDOVA,American University of Moldova,Moldova,Chișinău,Chișinău,1,strada Bănulescu-Bodoni,2012,aum.md,Private,English;Romanian,1994
LIECHTENSTEIN_UNIV,University of Liechtenstein,Liechtenstein,Vaduz,Vaduz,1,Fürst-Franz-Josef-Strasse,9490,uni.li,Public,German;English,1961
MONACO_INTERNATIONAL,International University of Monaco,Monaco,Monaco,Monaco,1,2 Avenue Albert II,98000,monaco.edu,Private,English;French,1986
SAN_MARINO_UNIV,University of San Marino,San Marino,San Marino,San Marino,1,Via Salita alla Rocca,47890,unirsm.sm,Public,Italian;English,1985
PONTIFICAL_GREGORIAN,Pontifical Gregorian University,Vatican City,Vatican City,Vatican City,1,Piazza della Pilotta,00187,unigre.it,Private,Italian;Latin;English,1551
UNIV_ANDORRA,University of Andorra,Andorra,Andorra la Vella,Andorra la Vella,1,Plaça de la Germandat,AD600,uda.ad,Public,Catalan;Spanish;French,1997
BOGAZICI_UNIV,Boğaziçi University,Turkey,Istanbul,Istanbul,1,Bebek,34342,boun.edu.tr,Public,English;Turkish,1863
MIDDLE_EAST_TECH_TURKEY,Middle East Technical University,Turkey,Ankara,Ankara,1,Üniversiteler Mahallesi,06800,metu.edu.tr,Public,English;Turkish,1956
ISTANBUL_TECH,Istanbul Technical University,Turkey,Istanbul,Istanbul,1,Ayazağa Campus,34469,itu.edu.tr,Public,Turkish;English,1773
BILKENT_UNIV,Bilkent University,Turkey,Ankara,Ankara,1,Bilkent,06800,bilkent.edu.tr,Private,English;Turkish,1984
KOC_UNIV,Koç University,Turkey,Istanbul,Istanbul,1,Rumelifeneri Yolu,34450,ku.edu.tr,Private,English;Turkish,1993
SABANCI_UNIV,Sabancı University,Turkey,Istanbul,Istanbul,1,Orhanli,34956,sabanciuniv.edu,Private,English;Turkish,1994
ISTANBUL_UNIV,Istanbul University,Turkey,Istanbul,Istanbul,1,Beyazıt,34452,istanbul.edu.tr,Public,Turkish;English,1453
ANKARA_UNIV,Ankara University,Turkey,Ankara,Ankara,1,Dögol Caddesi,06100,ankara.edu.tr,Public,Turkish;English,1946
GALATASARAY_UNIV,Galatasaray University,Turkey,Istanbul,Istanbul,1,Çırağan Caddesi,34357,gsu.edu.tr,Public,Turkish;French;English,1992
AMERICAN_UNIV_PRISHTINA,American University in Kosovo,Kosovo,Pristina,Pristina,1,Nazim Gafurri,10000,auk.org,Private,English;Albanian,2003
UNIV_PRISHTINA,University of Pristina,Kosovo,Pristina,Pristina,1,Mother Teresa,10000,uni-pr.edu,Public,Albanian;Serbian;English,1970
HEIDELBERG_MANNHEIM,University of Mannheim,Germany,Baden-Württemberg,Mannheim,1,Schloss,68131,uni-mannheim.de,Public,German;English,1907
GOETHE_FRANKFURT,Goethe University Frankfurt,Germany,Hessen,Frankfurt,1,Theodor-W.-Adorno-Platz,60629,uni-frankfurt.de,Public,German;English,1914
DARMSTADT_TECH,Technical University of Darmstadt,Germany,Hessen,Darmstadt,1,Karolinenplatz,64289,tu-darmstadt.de,Public,German;English,1877
KAISERSLAUTERN_TECH,University of Kaiserslautern,Germany,Rheinland-Pfalz,Kaiserslautern,1,Gottlieb-Daimler-Straße,67663,uni-kl.de,Public,German;English,1970
BOCHUM_UNIV,Ruhr University Bochum,Germany,Nordrhein-Westfalen,Bochum,1,Universitätsstraße,44801,rub.de,Public,German;English,1962
BIELEFELD_UNIV,Bielefeld University,Germany,Nordrhein-Westfalen,Bielefeld,1,Universitätsstraße,33615,uni-bielefeld.de,Public,German;English,1969
DÜSSELDORF_UNIV,Heinrich Heine University Düsseldorf,Germany,Nordrhein-Westfalen,Düsseldorf,1,Universitätsstraße,40225,hhu.de,Public,German;English,1965
PADERBORN_UNIV,University of Paderborn,Germany,Nordrhein-Westfalen,Paderborn,1,Warburger Straße,33098,uni-paderborn.de,Public,German;English,1972
SIEGEN_UNIV,University of Siegen,Germany,Nordrhein-Westfalen,Siegen,1,Adolf-Reichwein-Straße,57068,uni-siegen.de,Public,German;English,1972
WUPPERTAL_UNIV,University of Wuppertal,Germany,Nordrhein-Westfalen,Wuppertal,1,Gaußstraße,42119,uni-wuppertal.de,Public,German;English,1972
HANOVER_UNIV,Leibniz University Hannover,Germany,Niedersachsen,Hannover,1,Welfengarten,30167,uni-hannover.de,Public,German;English,1831
OLDENBURG_UNIV,University of Oldenburg,Germany,Niedersachsen,Oldenburg,1,Ammerländer Heerstraße,26129,uni-oldenburg.de,Public,German;English,1973
BRAUNSCHWEIG_TECH,Braunschweig University of Technology,Germany,Niedersachsen,Braunschweig,1,Universitätsplatz,38106,tu-braunschweig.de,Public,German;English,1745
CLAUSTHAL_TECH,Clausthal University of Technology,Germany,Niedersachsen,Clausthal-Zellerfeld,1,Adolph-Roemer-Straße,38678,tu-clausthal.de,Public,German;English,1775
HILDESHEIM_UNIV,University of Hildesheim,Germany,Niedersachsen,Hildesheim,1,Universitätsplatz,31141,uni-hildesheim.de,Public,German;English,1978
LÜNEBURG_UNIV,Leuphana University of Lüneburg,Germany,Niedersachsen,Lüneburg,1,Universitätsallee,21335,leuphana.de,Public,German;English,1946
OSNABRÜCK_UNIV,University of Osnabrück,Germany,Niedersachsen,Osnabrück,1,Neuer Graben,49074,uni-osnabrueck.de,Public,German;English,1974
VECHTA_UNIV,University of Vechta,Germany,Niedersachsen,Vechta,1,Driverstraße,49377,uni-vechta.de,Public,German;English,1830
SAARLAND_UNIV,Saarland University,Germany,Saarland,Saarbrücken,1,Campus,66123,uni-saarland.de,Public,German;French;English,1948
ROSTOCK_UNIV,University of Rostock,Germany,Mecklenburg-Vorpommern,Rostock,1,Universitätsplatz,18055,uni-rostock.de,Public,German;English,1419
GREIFSWALD_UNIV,University of Greifswald,Germany,Mecklenburg-Vorpommern,Greifswald,1,Domstraße,17489,uni-greifswald.de,Public,German;English,1456
LÜBECK_UNIV,University of Lübeck,Germany,Schleswig-Holstein,Lübeck,1,Ratzeburger Allee,23562,uni-luebeck.de,Public,German;English,1964
FLENSBURG_UNIV,University of Flensburg,Germany,Schleswig-Holstein,Flensburg,1,Auf dem Campus,24943,uni-flensburg.de,Public,German;English,1994
JENA_UNIV,Friedrich Schiller University Jena,Germany,Thüringen,Jena,1,Fürstengraben,07743,uni-jena.de,Public,German;English,1558
ILMENAU_TECH,Ilmenau University of Technology,Germany,Thüringen,Ilmenau,1,Ehrenbergstraße,98693,tu-ilmenau.de,Public,German;English,1894
WEIMAR_BAUHAUS,Bauhaus University Weimar,Germany,Thüringen,Weimar,1,Geschwister-Scholl-Straße,99423,uni-weimar.de,Public,German;English,1860
ERFURT_UNIV,University of Erfurt,Germany,Thüringen,Erfurt,1,Nordhäuser Straße,99089,uni-erfurt.de,Public,German;English,1379
HALLE_WITTENBERG,Martin Luther University Halle-Wittenberg,Germany,Sachsen-Anhalt,Halle,1,Universitätsplatz,06108,uni-halle.de,Public,German;English,1502
MAGDEBURG_UNIV,Otto von Guericke University Magdeburg,Germany,Sachsen-Anhalt,Magdeburg,1,Universitätsplatz,39106,ovgu.de,Public,German;English,1993
CHEMNITZ_TECH,Chemnitz University of Technology,Germany,Sachsen,Chemnitz,1,Straße der Nationen,09111,tu-chemnitz.de,Public,German;English,1836
FREIBERG_TECH,TU Bergakademie Freiberg,Germany,Sachsen,Freiberg,1,Akademiestraße,09599,tu-freiberg.de,Public,German;English,1765
AUGSBURG_UNIV,University of Augsburg,Germany,Bayern,Augsburg,1,Universitätsstraße,86159,uni-augsburg.de,Public,German;English,1970
BAMBERG_UNIV,University of Bamberg,Germany,Bayern,Bamberg,1,Kapuzinerstraße,96047,uni-bamberg.de,Public,German;English,1647
PASSAU_UNIV,University of Passau,Germany,Bayern,Passau,1,Innstraße,94032,uni-passau.de,Public,German;English,1978
REGENSBURG_UNIV,University of Regensburg,Germany,Bayern,Regensburg,1,Universitätsstraße,93053,uni-regensburg.de,Public,German;English,1962
EICHSTÄTT_UNIV,Catholic University of Eichstätt-Ingolstadt,Germany,Bayern,Eichstätt,1,Ostenstraße,85072,ku.de,Private,German;English,1980
HOHENHEIM_UNIV,University of Hohenheim,Germany,Baden-Württemberg,Stuttgart,1,Schloss Hohenheim,70599,uni-hohenheim.de,Public,German;English,1818
KASSEL_UNIV,University of Kassel,Germany,Hessen,Kassel,1,Mönchebergstraße,34125,uni-kassel.de,Public,German;English,1971
GIESSEN_UNIV,Justus Liebig University Giessen,Germany,Hessen,Giessen,1,Ludwigstraße,35390,uni-giessen.de,Public,German;English,1607
MARBURG_UNIV,University of Marburg,Germany,Hessen,Marburg,1,Biegenstraße,35037,uni-marburg.de,Public,German;English,1527

```
